Title,Level,Equipment,Desc,BodyPart,Video,
Exercise Ball Cable Crunch - Gethin Variation,Intermediate,Cable,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Abdominals,None,
Exercise Ball Cable Crunch - Gethin Variation,Intermediate,Cable,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Abdominals,None,
30 Cable Reverse Crunch On Ball,Intermediate,Cable,"The cable reverse crunch on a BOSU is performed on top of a BOSU ball between two cable pulleys, which helps target the lower abdominals specifically and is more proprioceptively challenging than a cable reverse crunch on the floor.",Abdominals,None,
Cable reverse crunch,Beginner,Cable,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",Abdominals,https://www.youtube.com/embed/OdDUPN0JBBY?si=YeVxCPZBhPSoW_6X,
30 Cable Reverse Crunch,Intermediate,Cable,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",Abdominals,None,
Cable lying twist on ball,Intermediate,Cable,The cable lying twist on ball is an exercise targeting the core and obliques with the added challenge of stability to keep from losing position on the unstable surface.,Abdominals,None,
Pallof press with rotation,Intermediate,Cable,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,Abdominals,None,
Wide mountain climber,Intermediate,Body Only,"The wide mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It is different from a traditional mountain climber because you bring the knee to the outside of the elbow rather than the inside. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",Abdominals,None,
Wall mountain climber,Intermediate,Body Only,The wall mountain climber is a challenging exercise targeting the shoulders and abdominals. It's most common in bodyweight circuit training because it targets a lot of muscles as well as the cardiovascular system all at once. It can be performed for time or reps.,Abdominals,None,
Traveling bear crawl,Intermediate,Body Only,"The traveling bear crawl is a more advanced version of the bear crawl exercise that moves side to side rather than front to back. While it looks simple, the traveling bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Abdominals,None,
Toy soldier,Intermediate,Body Only,"The toy soldier is a calisthenics exercise targeting the hip flexors and legs, which are kicked up one at a time. When each leg is at the top of the kick, the opposing hand touches that foot. It's a common warm-up exercise before athletics, but can also help raise core temperature and mobilize a wide range of muscles and joints prior to training.",Abdominals,None,
Toe Touchers,Intermediate,Body Only,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Abdominals,None,
Toe-touch,Intermediate,Body Only,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Abdominals,None,
Tip-toe crunch,Intermediate,Body Only,The tip-toe crunch is a variation on the crunch exercise that involves placing the toes on or near the ground. This can help isolate the abs from the hip flexors. The tip-toe crunch can be performed for time or for reps as part of the core-focused component of any workout.,Abdominals,None,
Superhero burpee,Intermediate,Body Only,"The superhero burpee is an advanced variation of the burpee exercise. The main difference between this and the standard burpee is that while on the floor, the hands are extended in front of the body like Superman taking flight. This increases the challenge to the upper back and shoulders. These can be performed for time or reps as part of any fat-loss or athleticism-focused workout or circuit.",Abdominals,None,
FYR Push-Up Plank Hold,Intermediate,Body Only,"The straight-arm plank is an exercise targeting the core muscles. It is basically the top of a push-up position, with elbows fully extended and palms on the floor. The position is held for time to target the muscles of the core, as well as the shoulders.",Abdominals,None,
Straight-arm plank,Intermediate,Body Only,"The straight-arm plank is an exercise targeting the core muscles. It is basically the top of a push-up position, with elbows fully extended and palms on the floor. The position is held for time to target the muscles of the core, as well as the shoulders.",Abdominals,None,
Standing torso twist stretch,Intermediate,Body Only,"The standing torso twist stretch is a stretching exercise targeting the lats and core, particularly the obliques. It’s great before a workout or any sporting event that involves a lot of twisting of the upper body.",Abdominals,None,
Sprawl,Intermediate,Body Only,"The sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It is similar to a burpee, but without a jump at the top and with a plank instead of a push-up at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Abdominals,None,
